sentiment,content
sadness,i applaud you for accepting gay marriage i have rels that are born again that hate me for it
hate,hmz second most popular page on this governmental site is the   page fail
neutral,hates karma down bakit kse nilagnat aq khpon
worry,can t freakin sleep and i have a horrible stomach ache
sadness,headache
worry,link no worky work
sadness,want somebody to hold me alma tear tear
neutral,is bored can t even tease people now
neutral,i can t
worry,too bad i dont have either
empty,curse you breakfast gods full bowl of cereal not enough milk
surprise,i don t think any of what i just said it true i just had a rant about mcfly i cant belive i did that i feel ashamed
sadness,its beginning to get way too hard to please all of my friends at once
surprise,yea dude     really
sadness,i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen ugh
sadness,not in the mood
sadness,i ll miss the  th floor view
sadness,now i m awake i can t get back to sleep
sadness,now i feel really really bad sorry
worry,where is the sunshine the only thing i see are clouds
happiness,sleep take two this better work
neutral,two day hangover
neutral,i m not here this weekend see you monday twitters
sadness,miss u more
fun,i didn t have fun at the club tonight had a lot on my mind
sadness,the geek the stepson and the live in nanny love bgt me can t stand it had to watch tv upstairs all alone
love,oh cr p here goes my head again i m spinning around
worry,aww sick and i hate soup too
hate,too bad we re in sweden where up isn t up on the theaters here until october
worry,wide awake wishing i wasn t damn nightshift routines got turned down for the job in nashville oh well
sadness,enjoying the nice couple dad with my brother to bad we never really see each other anymore
worry,homework day
worry,in the emergency room with my cousin she s got mad flu and can t walk or breathe why are hospitals always so cold
sadness,just got finished watching marley and me and i cried like a fucking baby i m missing my beast like crazy
sadness,my phone passed away yesterday he jumped off the table searching for a new phone
sadness,oh my god my twitter feed has been taken over by geeky stuff brampitolo kenkeiter so funny i wish i understood
worry,try having your best writing five years behind you heh it happens
worry,haha i agree lame another thought y are their concerts so expensive that s kinda lame too
neutral,tummy bugs are lame got about an hours sleep if that
worry,nt online mayb next week if u havent voted pls do
sadness,nobody loves me on twitter
worry,i m more than willing to give him what he needs xd but srsly i also think he needs one soon
sadness,can t wish i was sleeping gotta be at work in less than   hours wait what re u doing up
surprise,nooooooooo i just got into my pyjamas
surprise,bubble tea is awesome it s been so long since i ve had some
neutral,probably but the yoot don t care no more grandad
worry,soooo full that im starting to feel sick
worry,i didn t catch the jonas brothers facebook webcast it already ended when i logged in to my facebook account
sadness,your boyfriend didn t even say bye
neutral,i know but its better than nothing
sadness,have you ever realized you never fully have everything you want feelin down
neutral,i know hella i wish i could be how my mom was and just move across the usa
empty,what the hell am i doing awake this early
sadness,gutted been invited to a bbq tomorrow night gonna miss the bgt final wonder if they can wheel the tv outside
neutral,beeeeaaaaatooooo
worry,i don t know what to wear
worry,how sad is it that your best friend is so selfish and heartless that they exclude you from their life completely i m so sad
worry,working on my oral presentation and upset
neutral,nt online today mayb whole of next week if u havent voted pls do
sadness,sad but true i shouldnt right
worry, wordsaftersex i think im bleeding
sadness,supposed to be great weather today  moro just my luck im stuck in work     both days
worry,i miss you soo much
sadness,i lost all my friends i m alone and sleepy i wanna go home
sadness,i didnt get the joke
hate,abduzeedo firefox ok but opera and ie footer is not ok
neutral,can t concentrate need a booster to woork
sadness,also i m really missing sami just thought i would throw that one out there
worry,thanks those who have clicked p well i think i did something wrong it s still at   visitor   maybe i need to reinstall everything
worry,i m new dunno whatta doo
neutral,sorry   female atl very lonely
worry,i am soo excited about your pasadena seminar if only i can find the confermation email
worry,my bed had tha nerve   call my blackberry askin me where the hell i was looks like i gotta go ya ll i ll c u in    hours after nap
surprise,what a lovely summery morning shame i have to be in work
neutral,tried to bing today not operational in australia yet
worry,this already feels like one of those days where i just won t be able to win
happiness,yeahhh u wasnt thereeeeeeeeeee
hate,no sorry twitter sucks balls since the replys change fixreplies
neutral,rain aaaaaaaaaahhhhhhhh i m gonna melt damn it s cold freakin cold brrrrrr
sadness,i really miss my photofiltre and photoscape gimp is too damn confusing
relief,not academically of course i miss him already
neutral,it says not in stock
neutral,beer in the fridge
worry,why is it so hard to find good house events in the sacramento area
neutral,awwww wat i was gonna buy myself something pretty nvm
worry,i was going to go to london for a week then had to change my ticket i would have been there right now
